Recognition Log: Jotsna Gowda & Diksha Verma,$1 Algorithm
User[all-users],GestureType[all-gestures-types],RandomIteration[1to100],#ofTrainingExamples[E],TrainingSetSize[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],Correct/Incorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted
user3,left-curly-brace,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-left-curly-brace-5::::,user3-left-square-bracket-3::::,0,0.5915864105972433,user3-left-square-bracket-3::::,user3-zig-zig-5-0.5915864105972433::::user3-arrow-6-0.5915864105972433::::user3-pigtail-8-0.5915864105972433::::user3-x-9-0.5915864105972433::::user3-right-square-bracket-4-0.5915864105972433::::user3-rectangle-5-0.5915864105972433::::user3-star-4-0.5915864105972433::::user3-left-curly-brace-4-0.5915864105972433::::user3-right-curly-brace-8-0.5915864105972433::::user3-left-square-bracket-3-0.5915864105972433::::user3-triangle-7-0.5783646661764987::::user3-delete-8-0.5783646661764987::::user3-circle-5-0.5783646661764987::::user3-caret-4-0.5783646661764987::::user3-check-7-0.5783646661764987::::user3-left-square-bracket-3-0.5783646661764987::::user3-v-8--inf::::
user3,right-curly-brace,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-right-curly-brace-4::::,user3-right-curly-brace-8::::,1,0.9162658578056256,user3-right-curly-brace-8::::,user3-right-curly-brace-8-0.9162658578056256::::user3-rectangle-5-0.7527239536280201::::user3-star-4-0.7527239536280201::::user3-left-curly-brace-4-0.7527239536280201::::user3-right-curly-brace-8-0.7527239536280201::::user3-pigtail-8-0.6982454915829939::::user3-x-9-0.6982454915829939::::user3-right-square-bracket-4-0.6982454915829939::::user3-check-7-0.6451345776493973::::user3-left-square-bracket-3-0.6451345776493973::::user3-zig-zig-5-0.6451345776493973::::user3-arrow-6-0.6451345776493973::::user3-triangle-7-0.36340179708241493::::user3-delete-8-0.36340179708241493::::user3-circle-5-0.36340179708241493::::user3-caret-4-0.36340179708241493::::user3-v-8--inf::::
user4,v,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-v-6::::,user4-v-7::::,1,0.8438943993812962,user4-v-7::::,user4-triangle-9-0.8438943993812962::::user4-delete-4-0.8438943993812962::::user4-circle-6-0.8438943993812962::::user4-caret-4-0.8438943993812962::::user4-check-2-0.8438943993812962::::user4-left-square-bracket-4-0.8438943993812962::::user4-zig-zig-3-0.8438943993812962::::user4-arrow-0-0.8438943993812962::::user4-pigtail-4-0.8438943993812962::::user4-x-5-0.8438943993812962::::user4-right-square-bracket-6-0.8438943993812962::::user4-rectangle-5-0.8438943993812962::::user4-star-9-0.8438943993812962::::user4-left-curly-brace-5-0.8438943993812962::::user4-right-curly-brace-8-0.8438943993812962::::user4-v-7-0.8438943993812962::::user4-v-7--inf::::
user4,triangle,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-triangle-3::::,user4-triangle-9::::,1,0.91880870409994,user4-triangle-9::::,user4-delete-4-0.91880870409994::::user4-circle-6-0.91880870409994::::user4-caret-4-0.91880870409994::::user4-check-2-0.91880870409994::::user4-left-square-bracket-4-0.91880870409994::::user4-zig-zig-3-0.91880870409994::::user4-arrow-0-0.91880870409994::::user4-pigtail-4-0.91880870409994::::user4-x-5-0.91880870409994::::user4-right-square-bracket-6-0.91880870409994::::user4-rectangle-5-0.91880870409994::::user4-star-9-0.91880870409994::::user4-left-curly-brace-5-0.91880870409994::::user4-right-curly-brace-8-0.91880870409994::::user4-triangle-9-0.91880870409994::::user4-triangle-9-0.5180768375200595::::user4-v-7--inf::::
user4,delete,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-delete-1::::,user4-delete-4::::,1,0.9071500238139905,user4-delete-4::::,user4-circle-6-0.9071500238139905::::user4-caret-4-0.9071500238139905::::user4-check-2-0.9071500238139905::::user4-left-square-bracket-4-0.9071500238139905::::user4-zig-zig-3-0.9071500238139905::::user4-arrow-0-0.9071500238139905::::user4-pigtail-4-0.9071500238139905::::user4-x-5-0.9071500238139905::::user4-right-square-bracket-6-0.9071500238139905::::user4-rectangle-5-0.9071500238139905::::user4-star-9-0.9071500238139905::::user4-left-curly-brace-5-0.9071500238139905::::user4-right-curly-brace-8-0.9071500238139905::::user4-delete-4-0.9071500238139905::::user4-triangle-9-0.4550942830908098::::user4-delete-4-0.4550942830908098::::user4-v-7--inf::::
user4,circle,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-circle-4::::,user4-circle-6::::,1,0.9497104544999436,user4-circle-6::::,user4-caret-4-0.9497104544999436::::user4-check-2-0.9497104544999436::::user4-left-square-bracket-4-0.9497104544999436::::user4-zig-zig-3-0.9497104544999436::::user4-arrow-0-0.9497104544999436::::user4-pigtail-4-0.9497104544999436::::user4-x-5-0.9497104544999436::::user4-right-square-bracket-6-0.9497104544999436::::user4-rectangle-5-0.9497104544999436::::user4-star-9-0.9497104544999436::::user4-left-curly-brace-5-0.9497104544999436::::user4-right-curly-brace-8-0.9497104544999436::::user4-circle-6-0.9497104544999436::::user4-delete-4-0.8003066424591541::::user4-circle-6-0.8003066424591541::::user4-triangle-9-0.45587438342425834::::user4-v-7--inf::::
user4,caret,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-caret-2::::,user4-caret-4::::,1,0.9132126146873462,user4-caret-4::::,user4-check-2-0.9132126146873462::::user4-left-square-bracket-4-0.9132126146873462::::user4-zig-zig-3-0.9132126146873462::::user4-arrow-0-0.9132126146873462::::user4-pigtail-4-0.9132126146873462::::user4-x-5-0.9132126146873462::::user4-right-square-bracket-6-0.9132126146873462::::user4-rectangle-5-0.9132126146873462::::user4-star-9-0.9132126146873462::::user4-left-curly-brace-5-0.9132126146873462::::user4-right-curly-brace-8-0.9132126146873462::::user4-caret-4-0.9132126146873462::::user4-circle-6-0.42264359409865515::::user4-caret-4-0.42264359409865515::::user4-triangle-9-0.3091269814183648::::user4-delete-4-0.3091269814183648::::user4-v-7--inf::::
user4,check,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-check-9::::,user4-check-2::::,1,0.9222686168290534,user4-check-2::::,user4-left-square-bracket-4-0.9222686168290534::::user4-zig-zig-3-0.9222686168290534::::user4-arrow-0-0.9222686168290534::::user4-pigtail-4-0.9222686168290534::::user4-x-5-0.9222686168290534::::user4-right-square-bracket-6-0.9222686168290534::::user4-rectangle-5-0.9222686168290534::::user4-star-9-0.9222686168290534::::user4-left-curly-brace-5-0.9222686168290534::::user4-right-curly-brace-8-0.9222686168290534::::user4-check-2-0.9222686168290534::::user4-triangle-9-0.6608776279384347::::user4-delete-4-0.6608776279384347::::user4-circle-6-0.6608776279384347::::user4-caret-4-0.6608776279384347::::user4-check-2-0.6608776279384347::::user4-v-7--inf::::
user4,left-square-bracket,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-left-square-bracket-0::::,user4-left-square-bracket-4::::,1,0.9325507878004513,user4-left-square-bracket-4::::,user4-zig-zig-3-0.9325507878004513::::user4-arrow-0-0.9325507878004513::::user4-pigtail-4-0.9325507878004513::::user4-x-5-0.9325507878004513::::user4-right-square-bracket-6-0.9325507878004513::::user4-rectangle-5-0.9325507878004513::::user4-star-9-0.9325507878004513::::user4-left-curly-brace-5-0.9325507878004513::::user4-right-curly-brace-8-0.9325507878004513::::user4-left-square-bracket-4-0.9325507878004513::::user4-left-square-bracket-4-0.8152514788569802::::user4-triangle-9-0.6869950164815677::::user4-delete-4-0.6869950164815677::::user4-circle-6-0.6869950164815677::::user4-caret-4-0.6869950164815677::::user4-check-2-0.6869950164815677::::user4-v-7--inf::::
user4,zig-zig,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-zig-zig-9::::,user4-zig-zig-3::::,1,0.91507633884948,user4-zig-zig-3::::,user4-arrow-0-0.91507633884948::::user4-pigtail-4-0.91507633884948::::user4-x-5-0.91507633884948::::user4-right-square-bracket-6-0.91507633884948::::user4-rectangle-5-0.91507633884948::::user4-star-9-0.91507633884948::::user4-left-curly-brace-5-0.91507633884948::::user4-right-curly-brace-8-0.91507633884948::::user4-zig-zig-3-0.91507633884948::::user4-check-2-0.5155584940839142::::user4-left-square-bracket-4-0.5155584940839142::::user4-zig-zig-3-0.5155584940839142::::user4-triangle-9-0.3814798525090455::::user4-delete-4-0.3814798525090455::::user4-circle-6-0.3814798525090455::::user4-caret-4-0.3814798525090455::::user4-v-7--inf::::
user4,arrow,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-arrow-4::::,user4-arrow-0::::,1,0.8300942876917451,user4-arrow-0::::,user4-pigtail-4-0.8300942876917451::::user4-x-5-0.8300942876917451::::user4-right-square-bracket-6-0.8300942876917451::::user4-rectangle-5-0.8300942876917451::::user4-star-9-0.8300942876917451::::user4-left-curly-brace-5-0.8300942876917451::::user4-right-curly-brace-8-0.8300942876917451::::user4-arrow-0-0.8300942876917451::::user4-check-2-0.7184453928592573::::user4-left-square-bracket-4-0.7184453928592573::::user4-zig-zig-3-0.7184453928592573::::user4-arrow-0-0.7184453928592573::::user4-triangle-9-0.44832875276227224::::user4-delete-4-0.44832875276227224::::user4-circle-6-0.44832875276227224::::user4-caret-4-0.44832875276227224::::user4-v-7--inf::::
user4,pigtail,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-pigtail-3::::,user4-pigtail-4::::,1,0.89772566577897,user4-pigtail-4::::,user4-x-5-0.89772566577897::::user4-right-square-bracket-6-0.89772566577897::::user4-rectangle-5-0.89772566577897::::user4-star-9-0.89772566577897::::user4-left-curly-brace-5-0.89772566577897::::user4-right-curly-brace-8-0.89772566577897::::user4-pigtail-4-0.89772566577897::::user4-check-2-0.6652309897237902::::user4-left-square-bracket-4-0.6652309897237902::::user4-zig-zig-3-0.6652309897237902::::user4-arrow-0-0.6652309897237902::::user4-pigtail-4-0.6652309897237902::::user4-delete-4-0.41029775733330875::::user4-circle-6-0.41029775733330875::::user4-caret-4-0.41029775733330875::::user4-triangle-9-0.23846969214628033::::user4-v-7--inf::::
user4,x,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-x-2::::,user4-x-5::::,1,0.8985676574598918,user4-x-5::::,user4-right-square-bracket-6-0.8985676574598918::::user4-rectangle-5-0.8985676574598918::::user4-star-9-0.8985676574598918::::user4-left-curly-brace-5-0.8985676574598918::::user4-right-curly-brace-8-0.8985676574598918::::user4-x-5-0.8985676574598918::::user4-x-5-0.7366126544218671::::user4-pigtail-4-0.5858854486083664::::user4-check-2-0.5388833239157316::::user4-left-square-bracket-4-0.5388833239157316::::user4-zig-zig-3-0.5388833239157316::::user4-arrow-0-0.5388833239157316::::user4-delete-4-0.48689621829337637::::user4-circle-6-0.48689621829337637::::user4-caret-4-0.48689621829337637::::user4-triangle-9-0.28230417184329104::::user4-v-7--inf::::
user4,right-square-bracket,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-right-square-bracket-2::::,user4-right-square-bracket-6::::,1,0.9158834021501105,user4-right-square-bracket-6::::,user4-rectangle-5-0.9158834021501105::::user4-star-9-0.9158834021501105::::user4-left-curly-brace-5-0.9158834021501105::::user4-right-curly-brace-8-0.9158834021501105::::user4-right-square-bracket-6-0.9158834021501105::::user4-arrow-0-0.653056960328382::::user4-pigtail-4-0.653056960328382::::user4-x-5-0.653056960328382::::user4-right-square-bracket-6-0.653056960328382::::user4-check-2-0.5719017192965149::::user4-left-square-bracket-4-0.5719017192965149::::user4-zig-zig-3-0.5719017192965149::::user4-triangle-9-0.34721368497171323::::user4-delete-4-0.34721368497171323::::user4-circle-6-0.34721368497171323::::user4-caret-4-0.34721368497171323::::user4-v-7--inf::::
user4,rectangle,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-rectangle-2::::,user4-rectangle-5::::,1,0.9188672500904437,user4-rectangle-5::::,user4-star-9-0.9188672500904437::::user4-left-curly-brace-5-0.9188672500904437::::user4-right-curly-brace-8-0.9188672500904437::::user4-rectangle-5-0.9188672500904437::::user4-caret-4-0.7709145796754091::::user4-check-2-0.7709145796754091::::user4-left-square-bracket-4-0.7709145796754091::::user4-zig-zig-3-0.7709145796754091::::user4-arrow-0-0.7709145796754091::::user4-pigtail-4-0.7709145796754091::::user4-x-5-0.7709145796754091::::user4-right-square-bracket-6-0.7709145796754091::::user4-rectangle-5-0.7709145796754091::::user4-delete-4-0.7061455386841098::::user4-circle-6-0.7061455386841098::::user4-triangle-9-0.5514786548232575::::user4-v-7--inf::::
user4,star,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-star-1::::,user4-star-9::::,1,0.80504665729024,user4-star-9::::,user4-left-curly-brace-5-0.80504665729024::::user4-right-curly-brace-8-0.80504665729024::::user4-star-9-0.80504665729024::::user4-arrow-0-0.4597296448750007::::user4-pigtail-4-0.4597296448750007::::user4-x-5-0.4597296448750007::::user4-right-square-bracket-6-0.4597296448750007::::user4-rectangle-5-0.4597296448750007::::user4-star-9-0.4597296448750007::::user4-delete-4-0.35630486205868706::::user4-circle-6-0.35630486205868706::::user4-caret-4-0.35630486205868706::::user4-check-2-0.35630486205868706::::user4-left-square-bracket-4-0.35630486205868706::::user4-zig-zig-3-0.35630486205868706::::user4-triangle-9-0.31433625343615845::::user4-v-7--inf::::
user4,left-curly-brace,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-left-curly-brace-0::::,user4-left-curly-brace-5::::,1,0.88389552377304,user4-left-curly-brace-5::::,user4-right-curly-brace-8-0.88389552377304::::user4-left-curly-brace-5-0.88389552377304::::user4-zig-zig-3-0.8579495008436544::::user4-arrow-0-0.8579495008436544::::user4-pigtail-4-0.8579495008436544::::user4-x-5-0.8579495008436544::::user4-right-square-bracket-6-0.8579495008436544::::user4-rectangle-5-0.8579495008436544::::user4-star-9-0.8579495008436544::::user4-left-curly-brace-5-0.8579495008436544::::user4-left-square-bracket-4-0.7701742356006578::::user4-triangle-9-0.731416453352084::::user4-delete-4-0.731416453352084::::user4-circle-6-0.731416453352084::::user4-caret-4-0.731416453352084::::user4-check-2-0.731416453352084::::user4-v-7--inf::::
user4,right-curly-brace,0,1,16,user4-v-7user4-triangle-9user4-delete-4user4-circle-6user4-caret-4user4-check-2user4-left-square-bracket-4user4-zig-zig-3user4-arrow-0user4-pigtail-4user4-x-5user4-right-square-bracket-6user4-rectangle-5user4-star-9user4-left-curly-brace-5user4-right-curly-brace-8,user4-right-curly-brace-9::::,user4-right-curly-brace-8::::,1,0.9456752299797108,user4-right-curly-brace-8::::,user4-right-curly-brace-8-0.9456752299797108::::user4-rectangle-5-0.8490603341145248::::user4-star-9-0.8490603341145248::::user4-left-curly-brace-5-0.8490603341145248::::user4-right-curly-brace-8-0.8490603341145248::::user4-arrow-0-0.6753447482528111::::user4-pigtail-4-0.6753447482528111::::user4-x-5-0.6753447482528111::::user4-right-square-bracket-6-0.6753447482528111::::user4-check-2-0.640448797508059::::user4-left-square-bracket-4-0.640448797508059::::user4-zig-zig-3-0.640448797508059::::user4-triangle-9-0.32434982883193275::::user4-delete-4-0.32434982883193275::::user4-circle-6-0.32434982883193275::::user4-caret-4-0.32434982883193275::::user4-v-7--inf::::
user5,v,0,1,16,user5-v-8user5-triangle-1user5-delete-9user5-circle-7user5-caret-6user5-check-7user5-left-square-bracket-7user5-zig-zig-2user5-arrow-9user5-pigtail-5user5-x-4user5-right-square-bracket-5user5-rectangle-2user5-star-7user5-left-curly-brace-2user5-right-curly-brace-0,user5-v-5::::,user5-left-square-bracket-7::::,0,0.8877323772599365,user5-left-square-bracket-7::::,user5-zig-zig-2-0.8877323772599365::::user5-arrow-9-0.8877323772599365::::user5-pigtail-5-0.8877323772599365::::user5-x-4-0.8877323772599365::::user5-right-square-bracket-5-0.8877323772599365::::user5-rectangle-2-0.8877323772599365::::user5-star-7-0.8877323772599365::::user5-left-curly-brace-2-0.8877323772599365::::user5-right-curly-brace-0-0.8877323772599365::::user5-left-square-bracket-7-0.8877323772599365::::user5-triangle-1-0.7776607234935651::::user5-delete-9-0.7776607234935651::::user5-circle-7-0.7776607234935651::::user5-caret-6-0.7776607234935651::::user5-check-7-0.7776607234935651::::user5-left-square-bracket-7-0.7776607234935651::::user5-v-8--inf::::
user5,triangle,0,1,16,user5-v-8user5-triangle-1user5-delete-9user5-circle-7user5-caret-6user5-check-7user5-left-square-bracket-7user5-zig-zig-2user5-arrow-9user5-pigtail-5user5-x-4user5-right-square-bracket-5user5-rectangle-2user5-star-7user5-left-curly-brace-2user5-right-curly-brace-0,user5-triangle-5::::,user5-triangle-1::::,1,0.8205476757576081,user5-triangle-1::::,user5-delete-9-0.8205476757576081::::user5-circle-7-0.8205476757576081::::user5-caret-6-0.8205476757576081::::user5-check-7-0.8205476757576081::::user5-left-square-bracket-7-0.8205476757576081::::user5-zig-zig-2-0.8205476757576081::::user5-arrow-9-0.8205476757576081::::user5-pigtail-5-0.8205476757576081::::user5-x-4-0.8205476757576081::::user5-right-square-bracket-5-0.8205476757576081::::user5-rectangle-2-0.8205476757576081::::user5-star-7-0.8205476757576081::::user5-left-curly-brace-2-0.8205476757576081::::user5-right-curly-brace-0-0.8205476757576081::::user5-triangle-1-0.8205476757576081::::user5-triangle-1-0.4452021915818083::::user5-v-8--inf::::
user5,delete,0,1,16,user5-v-8user5-triangle-1user5-delete-9user5-circle-7user5-caret-6user5-check-7user5-left-square-bracket-7user5-zig-zig-2user5-arrow-9user5-pigtail-5user5-x-4user5-right-square-bracket-5user5-rectangle-2user5-star-7user5-left-curly-brace-2user5-right-curly-brace-0,user5-delete-4::::,user5-delete-9::::,1,0.8270065507339666,user5-delete-9::::,user5-circle-7-0.8270065507339666::::user5-caret-6-0.8270065507339666::::user5-check-7-0.8270065507339666::::user5-left-square-bracket-7-0.8270065507339666::::user5-zig-zig-2-0.8270065507339666::::user5-arrow-9-0.8270065507339666::::user5-pigtail-5-0.8270065507339666::::user5-x-4-0.8270065507339666::::user5-right-square-bracket-5-0.8270065507339666::::user5-rectangle-2-0.8270065507339666::::user5-star-7-0.8270065507339666::::user5-left-curly-brace-2-0.8270065507339666::::user5-right-curly-brace-0-0.8270065507339666::::user5-delete-9-0.8270065507339666::::user5-triangle-1-0.4988422038494378::::user5-delete-9-0.4988422038494378::::user5-v-8--inf::::
user5,circle,0,1,16,user5-v-8user5-triangle-1user5-delete-9user5-circle-7user5-caret-6user5-check-7user5-left-square-bracket-7user5-zig-zig-2user5-arrow-9user5-pigtail-5user5-x-4user5-right-square-bracket-5user5-rectangle-2user5-star-7user5-left-curly-brace-2user5-right-curly-brace-0,user5-circle-4::::,user5-circle-7::::,1,0.9228698026447817,user5-circle-7::::,user5-caret-6-0.9228698026447817::::user5-check-7-0.9228698026447817::::user5-left-square-bracket-7-0.9228698026447817::::user5-zig-zig-2-0.9228698026447817::::user5-arrow-9-0.9228698026447817::::user5-pigtail-5-0.9228698026447817::::user5-x-4-0.9228698026447817::::user5-right-square-bracket-5-0.9228698026447817::::user5-rectangle-2-0.9228698026447817::::user5-star-7-0.9228698026447817::::user5-left-curly-brace-2-0.9228698026447817::::user5-right-curly-brace-0-0.9228698026447817::::user5-circle-7-0.9228698026447817::::user5-delete-9-0.8595606281763637::::user5-circle-7-0.8595606281763637::::user5-triangle-1-0.5271117676440951::::user5-v-8--inf::::
user5,caret,0,1,16,user5-v-8user5-triangle-1user5-delete-9user5-circle-7user5-caret-6user5-check-7user5-left-square-bracket-7user5-zig-zig-2user5-arrow-9user5-pigtail-5user5-x-4user5-right-square-bracket-5user5-rectangle-2user5-star-7user5-left-curly-brace-2user5-right-curly-brace-0,user5-caret-1::::,user5-caret-6::::,1,0.9637251236636641,user5-caret-6::::,user5-check-7-0.9637251236636641::::user5-left-square-bracket-7-0.9637251236636641::::user5-zig-zig-2-0.9637251236636641::::user5-arrow-9-0.9637251236636641::::user5-pigtail-5-0.9637251236636641::::user5-x-4-0.9637251236636641::::user5-right-square-bracket-5-0.9637251236636641::::user5-rectangle-2-0.9637251236636641::::user5-star-7-0.9637251236636641::::user5-left-curly-brace-2-0.9637251236636641::::user5-right-curly-brace-0-0.9637251236636641::::user5-caret-6-0.9637251236636641::::user5-circle-7-0.3990110255290429::::user5-caret-6-0.3990110255290429::::user5-triangle-1-0.3458606880447983::::user5-delete-9-0.3458606880447983::::user5-v-8--inf::::
user5,check,0,1,16,user5-v-8user5-triangle-1user5-delete-9user5-circle-7user5-caret-6user5-check-7user5-left-square-bracket-7user5-zig-zig-2user5-arrow-9user5-pigtail-5user5-x-4user5-right-square-bracket-5user5-rectangle-2user5-star-7user5-left-curly-brace-2user5-right-curly-brace-0,user5-check-8::::,user5-check-7::::,1,0.9543906508427429,user5-check-7::::,user5-left-square-bracket-7-0.9543906508427429::::user5-zig-zig-2-0.9543906508427429::::user5-arrow-9-0.9543906508427429::::user5-pigtail-5-0.9543906508427429::::user5-x-4-0.9543906508427429::::user5-right-square-bracket-5-0.9543906508427429::::user5-rectangle-2-0.9543906508427429::::user5-star-7-0.9543906508427429::::user5-left-curly-brace-2-0.9543906508427429::::user5-right-curly-brace-0-0.9543906508427429::::user5-check-7-0.9543906508427429::::user5-triangle-1-0.5981611099331662::::user5-delete-9-0.5981611099331662::::user5-circle-7-0.5981611099331662::::user5-caret-6-0.5981611099331662::::user5-check-7-0.5981611099331662::::user5-v-8--inf::::
user5,left-square-bracket,0,1,16,user5-v-8user5-triangle-1user5-delete-9user5-circle-7user5-caret-6user5-check-7user5-left-square-bracket-7user5-zig-zig-2user5-arrow-9user5-pigtail-5user5-x-4user5-right-square-bracket-5user5-rectangle-2user5-star-7user5-left-curly-brace-2user5-right-curly-brace-0,user5-left-square-bracket-5::::,user5-left-square-bracket-7::::,1,0.8569696499130712,user5-left-square-bracket-7::::,user5-zig-zig-2-0.8569696499130712::::user5-arrow-9-0.8569696499130712::::user5-pigtail-5-0.8569696499130712::::user5-x-4-0.8569696499130712::::user5-right-square-bracket-5-0.8569696499130712::::user5-rectangle-2-0.8569696499130712::::user5-star-7-0.8569696499130712::::user5-left-curly-brace-2-0.8569696499130712::::user5-right-curly-brace-0-0.8569696499130712::::user5-left-square-bracket-7-0.8569696499130712::::user5-left-square-bracket-7-0.7796227973589305::::user5-triangle-1-0.7129412794080002::::user5-delete-9-0.7129412794080002::::user5-circle-7-0.7129412794080002::::user5-caret-6-0.7129412794080002::::user5-check-7-0.7129412794080002::::user5-v-8--inf::::
user5,zig-zig,0,1,16,user5-v-8user5-triangle-1user5-delete-9user5-circle-7user5-caret-6user5-check-7user5-left-square-bracket-7user5-zig-zig-2user5-arrow-9user5-pigtail-5user5-x-4user5-right-square-bracket-5user5-rectangle-2user5-star-7user5-left-curly-brace-2user5-right-curly-brace-0,user5-zig-zig-5::::,user5-zig-zig-2::::,1,0.7914287029131842,user5-zig-zig-2::::,user5-arrow-9-0.7914287029131842::::user5-pigtail-5-0.7914287029131842::::user5-x-4-0.7914287029131842::::user5-right-square-bracket-5-0.7914287029131842::::user5-rectangle-2-0.7914287029131842::::user5-star-7-0.7914287029131842::::user5-left-curly-brace-2-0.7914287029131842::::user5-right-curly-brace-0-0.7914287029131842::::user5-zig-zig-2-0.7914287029131842::::user5-left-square-bracket-7-0.514533778520945::::user5-zig-zig-2-0.514533778520945::::user5-triangle-1-0.4662919585343417::::user5-delete-9-0.4662919585343417::::user5-circle-7-0.4662919585343417::::user5-caret-6-0.4662919585343417::::user5-check-7-0.4662919585343417::::user5-v-8--inf::::
